,"Greece, EURIBOR, 12 Month, Fixing","Bahrain, BHIBOR, 1 Year, Fixing, Ask","Germany, EURIBOR, 12 Month, Fixing","United States, LIBOR, 12 Month, Fixing","United Kingdom, LIBOR, 12 Month, Fixing","Japan, LIBOR, 12 Month, Fixing","France, EURIBOR, 12 Month, Fixing","Singapore, 12 Month","Spain, LIBOR, 12 Month, Fixing","Switzerland, LIBOR, 12 Month, Fixing","Italy, LIBOR, 12 Month, Fixing","Belgium, EURIBOR, 12 Month, Fixing","Netherlands, EURIBOR, 12 Month, Fixing","Finland, EURIBOR, 12 Month, Fixing","Hong Kong, HIBOR, 12 Month, Fixing","Czech Republic, PRIBOR, 12 Month, Fixing","Portugal, EURIBOR, 12 Month, Fixing","Romania, ROBOR, 12 Month, Fixing","Denmark, CIBOR, 12 Month, Fixing"
01/10/1996,13.21,3.75,3.32692,5.75,6.6875,0.60547,3.6563,3.5,6.75781,1.96484,7.1875,3.28,3.23,3.49,6.125,12.27,6.7175,54.27,3.98
01/11/1996,12.97,3.75,3.33,5.6875,6.96094,0.59766,3.625,3.56,6.1875,2.1875,6.64844,3.31,3.27,3.42,6.09375,12.27,6.31,54.21,3.944
01/12/1996,12.51,3.75,3.25733,5.78906,7.04688,0.57813,3.4336,3.38,5.92969,1.9375,6.625,3.26,3.23,3.37,6.09375,12.18,6.005,54.88,3.894
01/01/1997,11.55,3.75,3.22292,5.9375,6.8125,0.56641,3.3418,3.25,5.53906,1.875,6.78125,3.25,3.16,3.4,6.125,11.21,5.6,61.63,3.81
01/02/1997,11.44,3.75,3.30333,5.96875,6.6875,0.56641,3.4141,3.31,5.875,1.78125,6.9375,3.38,3.28,3.32,6.13281,11.77,5.9575,144.79,3.792
01/03/1997,10.93,3.75,3.41967,6.27344,7,0.71094,3.5391,3.5,5.875,1.93359,7.3125,3.53,3.43,3.54,6.46875,11.97,6.1725,146.26,4.122
01/04/1997,10.61,3.75,3.37567,6.3125,7.0625,0.77734,3.5957,3.63,5.44531,1.94141,6.85156,3.47,3.41,3.44,6.58594,11.71,5.72,112.61,3.962
01/05/1997,10.7,3.75,3.354,6.25781,7.0625,0.9375,3.7539,3.94,5.21094,1.40625,6.8125,3.5,3.42,3.42,6.64844,21.36,5.4325,78.48,3.926
01/06/1997,11.14,3.75,3.26667,5.48438,7.3125,0.87891,3.5215,3.88,5.17969,1.61328,6.49219,3.43,3.36,3.46,6.58594,17.26,5.45,56.52,3.894
01/07/1997,10.97,3.75,3.45333,5.9375,7.5,0.73047,3.625,4,5.1875,1.75,6.52344,3.66,3.57,3.54,7.10938,14.88,5.3,46.62,3.902
01/08/1997,11.02,3.75,3.64867,6.03125,7.625,0.66016,3.72656,4.25,5.25,1.8125,6.5625,3.88,3.76,3.72,8.27679,14.59,5.32,56.19,4.098
01/09/1997,11,3.75,3.76467,6,7.57422,0.625,3.79296,4.19,4.92188,1.90625,5.81641,3.94,3.84,4.07,7.50446,14.58,4.9575,53.31,4.206
01/10/1997,24.29,3.75,4.08867,5.91797,7.5625,0.5625,4.10351,5.25,4.96875,2.25,5.875,4.27,4.09,4.35,12.57143,16.33,5.105,52.96,4.47
01/11/1997,14.29,3.75,4.09133,6.01172,7.92578,0.67188,4.08203,6,4.75,2.09375,5.42578,4.19,4.1,4.23,10.96429,17.26,4.905,74.31,4.428
01/12/1997,15.13,3.75,3.934,5.96875,7.6875,0.73438,3.99414,7,4.625,1.82422,5.22266,4.07,3.9,4.08,11.61161,17.02,4.7525,83.62,4.358
01/01/1998,17.33,3.75,3.78467,5.65625,7.46094,0.75391,3.83789,8,4.41406,1.52734,5.26563,3.86,3.78,3.77,13.86607,16.5,4.4875,85.38,4.176
01/02/1998,17.06,3.75,3.756,5.79297,7.5625,0.73047,3.78711,5.75,4.3125,1.28125,5.125,3.83,3.73,3.73,9.24554,16.17,4.27,89.82,4.12
01/03/1998,12.11,3.75,3.84333,5.89063,7.60938,0.67188,3.875,5.25,4.15625,1.75,4.625,3.92,3.76,3.84,8.52232,15.97,4.14,90.82,4.172
01/04/1998,12.28,3.75,3.97333,5.99219,7.4375,0.64844,3.98828,5.25,4.21875,1.85547,4.5625,4.08,3.92,3.97,8.46429,15.71,4.19,86.57,4.3175
01/05/1998,12.3,3.75,3.88067,5.875,7.5,0.58203,3.88671,6.75,4.24219,1.87891,4.5625,3.99,3.9,4.01,10.10714,16.18,4.245,63.07,4.32
01/06/1998,12.31,3.75,3.87067,5.84375,8,0.70313,3.875,6.38,4.21875,2.24609,4.5,3.98,3.85,3.96,11.96429,15.35,4.2025,63.79,4.185
01/07/1998,12.06,3.75,3.804,5.82422,7.8125,0.66797,3.84375,5.88,4.15625,2.15625,4.36719,3.89,3.79,3.9,10.58929,13.03,4.1575,63.29,4.285
01/08/1998,13.98,3.75,3.64214,5.53125,7.375,0.63672,3.6875,5.25,4.01563,1.81641,4.3125,3.73,3.63,3.79,14.41071,14.55,4.075,70.36,4.6125
01/09/1998,12.77,3.75,3.56357,5.0625,6.9375,0.48438,3.5996,4.25,3.8125,1.6875,3.99219,3.6,3.54,3.63,9.63393,12.91,3.8525,74.5,4.8125
01/10/1998,11.6,3.75,3.5,4.75125,6.56094,0.46516,3.5039,3,3.605,1.41656,3.7025,3.55,3.42,3.52,8.25,11.68,3.65,75.79,4.45
01/11/1998,11.06,3.75,3.45643,5.12563,6.37844,0.50094,3.4375,2.88,3.5275,1.79875,3.49625,3.5,3.45,3.52,7.44196,9.24,3.595,83,4.2375
01/12/1998,10.82,3.75,3.213,5.09844,5.62813,0.58344,3.213,2.75,3.20625,1.70719,3.20625,3.213,3.213,3.213,6.74554,8.93,3.2575,90.61,4.1425
01/01/1999,10.61,3.75,2.981,5.05813,5.5025,0.48453,2.981,2.5,3.02203,1.50833,3.02203,2.981,2.981,2.981,7.875,8.07,3.0543,83.39,3.6475
01/02/1999,9.88,3.75,3.071,5.39375,5.35031,0.30125,3.071,2.75,3.11232,1.445,3.11232,3.071,3.071,3.071,7.76339,8.18,3.0898,89.82,3.5625
01/03/1999,9.51,3.75,2.967,5.25,5.25,0.24484,2.967,2.63,3.00935,1.43833,3.00935,2.967,2.967,2.967,7.25,7.14,3.0341,98.4,3.455
01/04/1999,9.3,3.75,2.676,5.23,5.37063,0.1975,2.676,2,2.71418,1.19,2.71418,2.676,2.676,2.676,6.33036,6.87,2.7223,94.83,3.1475
01/05/1999,9.22,3.75,2.687,5.5578,5.44781,0.14,2.687,2.25,2.72673,1.25,2.72673,2.687,2.687,2.687,6.96875,7.12,2.7299,90.72,3.32
01/06/1999,9.01,3.75,2.936,5.84,5.5,0.285,2.936,2.5,2.97767,1.605,2.97767,2.936,2.936,2.936,6.98214,6.99,2.991,93.4,3.395
01/07/1999,9.11,3.75,3.13,5.89125,5.81094,0.2275,3.13,2.75,3.17347,1.68333,3.17347,3.13,3.13,3.13,7.40625,6.67,3.1659,89.44,3.655
01/08/1999,9.2,3.75,3.281,6.06,5.91188,0.23375,3.281,3,3.32682,1.78167,3.32682,3.281,3.281,3.281,7.53571,6.55,3.3129,83.12,3.7525
01/09/1999,9.09,3.75,3.348,6.035,6.35531,0.2275,3.348,3,3.3959,2.06167,3.3959,3.348,3.348,3.348,7.08929,6.75,3.3991,70.39,3.8075
01/10/1999,9.39,3.75,3.749,6.25,6.50891,0.23625,3.749,3,3.80082,2.43333,3.80082,3.749,3.749,3.749,7.22768,6.19,3.8376,66.57,4.2525
01/11/1999,9.3,3.75,3.788,6.28625,6.54328,0.25625,3.788,3,3.84239,2.24667,3.84239,3.788,3.788,3.788,6.95536,5.88,3.8426,75.17,4.24
01/12/1999,8.58,3.75,3.876,6.5,6.70813,0.2725,3.876,3.13,3.93199,2.20667,3.93199,3.876,3.876,3.876,6.95982,5.75,3.944,70.17,4.3125
01/01/2000,7.4,3.75,4.068,6.75,6.84313,0.24,4.068,3,4.12653,2.67333,4.12653,4.068,4.068,4.068,7,6.01,4.1316,75.83,4.495
01/02/2000,7.09,3.75,4.156,6.76375,6.76891,0.2425,4.156,2.88,4.21778,3.08333,4.21778,4.156,4.156,4.156,6.98661,5.82,4.2355,74,4.7375
01/03/2000,6.99,3.75,4.303,6.94375,6.8075,0.28,4.303,2.88,4.30375,3.44,4.30375,4.303,4.303,4.303,6.91071,5.59,4.3876,56.67,4.7875
01/04/2000,6.88,3.75,4.565,7.10125,6.70203,0.27875,4.565,2.81,4.56938,3.72667,4.56938,4.565,4.565,4.565,7.05357,5.5,4.6208,56.17,5.28
01/05/2000,6.9,3.75,4.985,7.50125,6.69313,0.25125,4.985,3.13,4.99,3.86,4.99,4.985,4.985,4.985,7.60491,5.56,5.0289,53.67,5.5625
01/06/2000,6.7,3.75,5.037,7.18,6.54047,0.3875,5.037,2.94,5.03688,3.84167,5.03688,5.037,5.037,5.037,7.13839,5.77,5.1353,49.33,6.195
01/07/2000,6.52,3.75,5.177,7.08,6.53047,0.3375,5.177,2.88,5.17688,3.97333,5.17688,5.177,5.177,5.177,6.8125,5.73,5.2722,43.83,6.3725
01/08/2000,6.56,3.75,5.313,6.97,6.55625,0.49563,5.313,2.81,5.31038,3.9,5.31038,5.313,5.313,5.313,6.77679,5.71,5.4243,47.33,6.05
01/09/2000,5.9,3.75,5.195,6.80125,6.37875,0.54625,5.195,2.81,5.1925,3.73667,5.1925,5.195,5.195,5.195,6.64509,5.74,5.3001,50.83,5.945
01/10/2000,5.89,3.75,5.291,6.73,6.305,0.535,5.291,2.81,5.28625,3.68167,5.28625,5.291,5.291,5.291,6.53348,5.8,5.3837,52.5,5.705
01/11/2000,5.47,3.75,5.091,6.555,6.04,0.53625,5.091,2.94,5.0875,3.61333,5.0875,5.091,5.091,5.091,6.3817,5.96,5.2114,50.62,5.655
01/12/2000,4.749,3.75,4.749,6,5.80938,0.535,4.749,2.94,4.75,3.36833,4.75,4.749,4.749,4.749,5.81696,5.85,4.8489,50.88,5.4025
01/01/2001,4.533,3.75,4.533,5.17375,5.58359,0.4325,4.533,2.56,4.52938,3.29667,4.52938,4.533,4.533,4.533,5.10491,5.41,4.6537,51.62,5.196
01/02/2001,4.539,3.75,4.539,4.88375,5.49375,0.26,4.539,2.13,4.54,3.3,4.54,4.539,4.539,4.539,4.91295,5.14,4.6385,55.12,5.09
01/03/2001,4.322,3.75,4.322,4.6675,5.28047,0.14125,4.322,2.5,4.32625,3.08333,4.32625,4.322,4.322,4.322,4.90402,4.96,4.4104,53.12,4.8625
01/04/2001,4.692,3.75,4.692,4.44125,5.21469,0.11625,4.692,2.38,4.69188,3.18833,4.69188,4.692,4.692,4.692,4.60045,5.01,4.7703,52.12,5.1125
01/05/2001,4.434,3.75,4.434,4.2425,5.36375,0.0975,4.434,2.44,4.43063,3.205,4.43063,4.434,4.434,4.434,4.25,5.09,4.5219,50,4.9275
01/06/2001,4.317,3.75,4.317,4.18375,5.69984,0.09375,4.317,2.38,4.31338,3.12667,4.31338,4.317,4.317,4.317,4.09598,5.38,4.3952,43.38,4.8425
01/07/2001,4.226,3.75,4.226,3.82,5.39,0.11,4.226,2.38,4.22763,3.04333,4.22763,4.226,4.226,4.226,3.84821,5.89,4.3217,40,4.6725
01/08/2001,3.975,3.75,3.975,3.56375,5.03297,0.09438,3.975,2.38,3.97563,2.88,3.97563,3.975,3.975,3.975,3.54018,5.82,4.0961,40.88,4.43
01/09/2001,3.496,3.75,3.496,2.6425,4.51125,0.09813,3.496,2.13,3.49263,2.31333,3.49263,3.496,3.496,3.496,2.625,5.43,3.5714,41.5,3.92
01/10/2001,3.201,3.75,3.201,2.27188,4.19875,0.09438,3.201,1.13,3.20013,1.895,3.20013,3.201,3.201,3.201,2.45982,5.11,3.2977,40.44,3.635
01/11/2001,3.217,3.75,3.217,2.38625,4.205,0.10213,3.217,1.56,3.22,2.095,3.22,3.217,3.217,3.217,2.49777,4.73,3.2799,39,3.5975
01/12/2001,3.341,3.75,3.341,2.4425,4.51125,0.10563,3.341,1.63,3.3375,2.00167,3.3375,3.341,3.341,3.341,2.72321,4.48,3.4168,38.75,3.7425
01/01/2002,3.624,3.75,3.624,2.49125,4.58,0.1,3.624,1.38,3.61988,2.10167,3.61988,3.624,3.624,3.624,2.65179,4.45,3.6956,38.12,3.965
01/02/2002,3.613,3.75,3.613,2.43,4.50875,0.11,3.613,1.31,3.61288,2.125,3.61288,3.613,3.613,3.613,2.64732,4.38,3.6982,37.75,3.8875
01/03/2002,3.953,3.75,3.953,3.0025,4.85422,0.10375,3.953,1.44,3.95163,2.18667,3.95163,3.953,3.953,3.953,3.27009,4.58,4.0353,36.69,4.205
01/04/2002,3.759,3.75,3.759,2.63375,4.70484,0.10125,3.759,1.25,3.7555,2.06,3.7555,3.759,3.759,3.759,2.75,4.05,3.811,35.06,4.1075
01/05/2002,3.963,3.75,3.963,2.59125,4.84797,0.105,3.963,1.25,3.95788,1.83,3.95788,3.963,3.963,3.963,2.6808,4.05,4.018,32.31,4.2875
01/06/2002,3.765,3.75,3.765,2.28625,4.67438,0.1,3.765,1.13,3.76188,1.72833,3.76188,3.765,3.765,3.765,2.33036,3.66,3.817,30.38,4.115
01/07/2002,3.539,3.75,3.539,2.09,4.29266,0.09625,3.539,0.94,3.538,1.14833,3.538,3.539,3.539,3.539,2.11161,3.25,3.588,29.06,3.905
01/08/2002,3.401,3.75,3.401,1.89625,4.11813,0.09688,3.401,1.06,3.4,0.98833,3.4,3.401,3.401,3.401,1.9375,3.08,3.448,26.94,3.645
01/09/2002,3.113,3.75,3.113,1.725,3.95109,0.09438,3.113,1.38,3.10913,0.84667,3.10913,3.113,3.113,3.113,1.92634,2.79,3.156,25.56,3.3675
01/10/2002,3.125,3.75,3.125,1.63625,3.97875,0.095,3.125,1.13,3.11625,0.84667,3.11625,3.125,3.125,3.125,1.97545,2.7,3.168,23.31,3.36
01/11/2002,3.017,3.75,3.017,1.7275,4.2725,0.09438,3.017,1,3.01963,0.94167,3.01963,3.017,3.017,3.017,1.96205,2.73,3.059,21.56,3.22
01/12/2002,2.749,3.75,2.749,1.44938,3.99375,0.09375,2.749,1,2.73925,0.685,2.73925,2.749,2.749,2.749,1.69196,2.55,2.787,19.63,2.9275
01/01/2003,2.636,3.75,2.636,1.45,3.90203,0.09438,2.636,0.94,2.63325,0.715,2.63325,2.636,2.636,2.636,1.71429,2.58,2.673,17.66,2.8
01/02/2003,2.412,3.75,2.412,1.38125,3.53266,0.09313,2.412,0.75,2.4065,0.58,2.4065,2.412,2.412,2.412,1.65402,2.36,2.446,17.38,2.5475
01/03/2003,2.394,3.75,2.394,1.28,3.56875,0.09375,2.394,0.81,2.393,0.50333,2.393,2.394,2.394,2.394,1.50446,2.39,2.427,17.03,2.54
01/04/2003,2.423,3.75,2.423,1.3575,3.56031,0.09375,2.423,0.75,2.41913,0.52667,2.41913,2.423,2.423,2.423,1.6875,2.48,2.457,16.94,2.555
01/05/2003,2.142,3.75,2.142,1.21125,3.50625,0.09063,2.142,0.69,2.13938,0.40167,2.13938,2.142,2.142,2.142,1.3817,2.38,2.172,16.94,2.2525
01/06/2003,2.06,3.75,2.06,1.19,3.55875,0.08938,2.06,0.69,2.06,0.43667,2.06,2.06,2.06,2.06,1.31027,2.22,2.089,19.13,2.1125
01/07/2003,2.112,3.75,2.112,1.26625,3.56188,0.08688,2.112,0.88,2.11025,0.46667,2.11025,2.112,2.112,2.112,1.44643,2.26,2.141,18.63,2.18
01/08/2003,2.315,3.75,2.315,1.43,3.98,0.095,2.315,1.06,2.31625,0.49333,2.31625,2.315,2.315,2.315,1.51116,2.13,2.347,19.72,2.3825
01/09/2003,2.13,3.75,2.13,1.3,4.03391,0.09563,2.13,0.94,2.13125,0.43333,2.13125,2.13,2.13,2.13,1.20536,2.14,2.16,20.13,2.235
01/10/2003,2.386,3.75,2.386,1.48,4.48875,0.0925,2.386,1.25,2.38825,0.53667,2.38825,2.386,2.386,2.386,1.3125,2.2,2.419,20.06,2.49
01/11/2003,2.47,3.75,2.47,1.5625,4.58734,0.094,2.47,1.25,2.46625,0.64583,2.46625,2.47,2.47,2.47,1.13616,2.25,2.504,20.06,2.6
01/12/2003,2.304,3.75,2.304,1.45688,4.43375,0.09263,2.304,1.13,2.3,0.58,2.3,2.304,2.304,2.304,0.70982,2.34,2.337,20.19,2.45
01/01/2004,2.263,3.75,2.263,1.47625,4.58,0.09,2.263,1,2.26038,0.53,2.26038,2.263,2.263,2.263,0.73884,2.31,2.294,20.06,2.395
01/02/2004,2.086,3.75,2.086,1.3675,4.54688,0.08875,2.086,0.94,2.082,0.45667,2.082,2.086,2.086,2.086,0.61384,2.33,2.115,20.19,2.205
01/03/2004,1.983,3.75,1.983,1.35125,4.755,0.08875,1.983,0.88,1.97625,0.45833,1.97625,1.983,1.983,1.983,0.64732,2.26,2.011,20.06,2.1075
01/04/2004,2.239,3.75,2.239,1.83,4.885,0.08875,2.239,1,2.23925,0.73,2.23925,2.239,2.239,2.239,1.32254,2.44,2.27,19.97,2.36
01/05/2004,2.307,3.75,2.307,2.0575,5.22,0.0875,2.307,1.13,2.31375,0.785,2.31375,2.307,2.307,2.307,1.33371,2.64,2.339,19.97,2.405
01/06/2004,2.426,3.75,2.426,2.4625,5.28125,0.09313,2.426,1.13,2.41888,1.115,2.41888,2.426,2.426,2.426,1.60826,3.02,2.46,19.59,2.5325
01/07/2004,2.387,3.75,2.387,2.43375,5.3775,0.09438,2.387,1.25,2.39,1.04167,2.39,2.387,2.387,2.387,1.87165,2.96,2.42,18.91,2.5
01/08/2004,2.296,3.75,2.296,2.3,5.2275,0.09313,2.296,1.44,2.29575,0.925,2.29575,2.296,2.296,2.296,1.71763,3.09,2.328,17.88,2.39
01/09/2004,2.392,3.75,2.392,2.4825,5.10375,0.09438,2.392,1.56,2.39,1.02,2.39,2.392,2.392,2.392,1.72862,3.24,2.425,17.31,2.4825
01/10/2004,2.307,3.75,2.307,2.54625,5.02125,0.09375,2.307,1.5,2.30525,0.92833,2.30525,2.307,2.307,2.307,1.07326,2.93,2.339,17.31,2.405
01/11/2004,2.302,3.75,2.302,2.98,4.89688,0.0925,2.302,1.5,2.29688,1.05,2.29688,2.302,2.302,2.302,1.33598,2.89,2.334,16.94,2.375
01/12/2004,2.356,3.75,2.356,3.1,4.93125,0.0925,2.356,1.56,2.34875,0.99,2.34875,2.356,2.356,2.356,0.9725,2.81,2.389,16.09,2.4425
01/01/2005,2.287,3.75,2.287,3.26125,4.96875,0.09313,2.287,1.81,2.28525,0.96,2.28525,2.287,2.287,2.287,1.51286,2.37,2.319,14.72,2.36
01/02/2005,2.335,3.75,2.335,3.53,5.17813,0.09313,2.335,2.19,2.33313,1.00667,2.33313,2.335,2.335,2.335,2.46321,2.19,2.367,12.69,2.38
01/03/2005,2.359,3.75,2.359,3.845,5.12188,0.09375,2.359,2.25,2.35863,0.95,2.35863,2.359,2.359,2.359,3.27853,2.09,2.392,9.69,2.4
01/04/2005,2.205,3.75,2.205,3.68625,4.98875,0.08875,2.205,2.25,2.20375,0.85,2.20375,2.205,2.205,2.205,2.6092,1.84,2.236,9.88,2.2483
01/05/2005,2.173,3.75,2.173,3.78,4.7975,0.09313,2.173,2.19,2.17788,0.85,2.17788,2.173,2.173,2.173,3.46045,1.78,2.203,9.47,2.215
01/06/2005,2.082,3.75,2.082,3.88,4.53625,0.09,2.082,2.13,2.08213,0.78,2.08213,2.082,2.082,2.082,3.52732,1.74,2.111,9.59,2.1267
01/07/2005,2.195,3.75,2.195,4.1625,4.48375,0.0925,2.195,2.06,2.19563,0.84167,2.19563,2.195,2.195,2.195,3.79567,1.92,2.225,9.13,2.23
01/08/2005,2.209,3.75,2.209,4.24,4.49813,0.09188,2.209,2.13,2.21125,0.915,2.21125,2.209,2.209,2.209,4.1063,1.85,2.24,8.41,2.245
01/09/2005,2.322,3.75,2.322,4.44,4.5375,0.10125,2.322,2.44,2.32025,1.02833,2.32025,2.322,2.322,2.322,4.34906,1.96,2.354,6.97,2.3483
01/10/2005,2.552,3.75,2.552,4.72,4.64625,0.11063,2.552,2.63,2.55713,1.24167,2.55713,2.552,2.552,2.552,4.68049,2.55,2.587,6.88,2.5867
01/11/2005,2.765,3.75,2.765,4.79,4.66,0.11438,2.765,3.25,2.765,1.46,2.765,2.765,2.765,2.765,4.59696,2.55,2.803,7.25,2.8133
01/12/2005,2.844,3.75,2.844,4.83875,4.56875,0.11688,2.844,3.25,2.8455,1.40833,2.8455,2.844,2.844,2.844,4.4792,2.53,2.884,7.28,2.905
01/01/2006,2.903,3.75,2.903,4.94,4.67938,0.12688,2.903,3.38,2.90538,1.42667,2.90538,2.903,2.903,2.903,4.29527,2.22,2.943,7.45,2.94
01/02/2006,2.981,3.75,2.981,5.15,4.67063,0.22125,2.981,3.44,2.98325,1.58333,2.98325,2.981,2.981,2.981,4.51897,2.16,3.022,8.47,3.1483
01/03/2006,3.233,3.75,3.233,5.2875,4.77938,0.34375,3.233,3.5,3.2335,1.68667,3.2335,3.233,3.233,3.233,4.71616,2.41,3.278,8.56,3.4017
01/04/2006,3.318,3.75,3.318,5.33063,4.86563,0.38438,3.318,3.5,3.32063,1.80333,3.32063,3.318,3.318,3.318,4.73929,2.53,3.364,8.59,3.445
01/05/2006,3.313,3.75,3.313,5.42625,4.93938,0.58,3.313,3.5,3.32288,1.84,3.32288,3.313,3.313,3.313,4.82955,2.37,3.359,8.43,3.4183
01/06/2006,3.512,3.75,3.512,5.69313,5.00563,0.61375,3.512,3.63,3.51588,1.98,3.51588,3.512,3.512,3.512,4.985,2.74,3.561,8.92,3.6383
01/07/2006,3.546,3.75,3.546,5.53938,5.03688,0.6575,3.546,3.63,3.54638,1.97083,3.54638,3.546,3.546,3.546,4.7,2.83,3.595,9.14,3.68
01/08/2006,3.625,3.75,3.625,5.41,5.2425,0.57,3.625,3.56,3.625,2.02167,3.625,3.625,3.625,3.625,4.49857,2.71,3.675,9.23,3.75
01/09/2006,3.716,3.75,3.716,5.2975,5.27438,0.5975,3.716,3.44,3.71388,2.08,3.71388,3.716,3.716,3.716,4.335,3.13,3.768,9.16,3.845
01/10/2006,3.861,3.75,3.861,5.34125,5.43813,0.66688,3.861,3.5,3.85888,2.14,3.85888,3.861,3.861,3.861,4.22429,3.12,3.915,9.03,3.9883
01/11/2006,3.859,3.75,3.859,5.24,5.43375,0.73375,3.859,3.5,3.85863,2.21,3.85863,3.859,3.859,3.859,4.12821,2.98,3.913,9.04,4.0217
01/12/2006,4.028,3.75,4.028,5.32938,5.58188,0.75313,4.028,3.44,4.02475,2.39,4.02475,4.028,4.028,4.028,4.02714,2.81,4.084,8.68,4.19
01/01/2007,4.097,3.75,4.097,5.43,5.87313,0.69,4.097,3.44,4.09275,2.51,4.09275,4.097,4.097,4.097,4.43839,2.93,4.154,8.29,4.2683
01/02/2007,4.058,3.75,4.058,5.23813,5.74188,0.80375,4.058,3.38,4.05913,2.46,4.05913,4.058,4.058,4.058,4.34241,2.81,4.114,7.89,4.225
01/03/2007,4.177,3.75,4.177,5.22,5.86125,0.7815,4.177,2.94,4.18,2.54,4.18,4.177,4.177,4.177,4.25,2.86,4.235,7.78,4.3383
01/04/2007,4.298,3.75,4.298,5.295,5.97813,0.84813,4.298,2.69,4.2985,2.64,4.2985,4.298,4.298,4.298,4.40286,3.04,4.358,8.22,4.4683
01/05/2007,4.455,3.75,4.455,5.39,6.14,0.915,4.455,2.5,4.45563,2.87667,4.45563,4.455,4.455,4.455,4.80643,3.23,4.517,7.66,4.635
01/06/2007,4.528,3.75,4.528,5.42563,6.32375,0.99375,4.528,2.69,4.53,3.05,4.53,4.528,4.528,4.528,4.71786,3.52,4.591,7.58,4.7133
01/07/2007,4.537,3.75,4.537,5.245,6.28625,0.98875,4.537,2.75,4.53963,3.0275,4.53963,4.537,4.537,4.537,4.53,3.73,4.6,7.23,4.6983
01/08/2007,4.781,3.75,4.781,5.275,6.5725,1.14375,4.781,2.88,4.77938,3.0025,4.77938,4.781,4.781,4.781,4.75714,3.8,4.847,7.26,4.9033
01/09/2007,4.726,3.75,4.726,4.90125,6.19375,1.1525,4.726,2.69,4.725,2.99583,4.725,4.726,4.726,4.726,4.85071,3.83,4.792,7.51,4.89
01/10/2007,4.599,3.75,4.599,4.6375,6.15,1.07875,4.599,2.63,4.61313,2.97917,4.61313,4.599,4.599,4.599,4.28429,3.84,4.663,7.78,4.82
01/11/2007,4.692,3.75,4.692,4.4575,6.04938,1.10375,4.692,2.69,4.68813,2.9,4.68813,4.692,4.692,4.692,3.72214,4.1,4.757,8.47,4.855
01/12/2007,4.745,3.75,4.745,4.22375,5.74375,1.0525,4.745,2.63,4.74688,2.97667,4.74688,4.745,4.745,4.745,3.45571,4.23,4.811,8.56,4.9
01/01/2008,4.316,3.75,4.316,2.84938,5.36375,1,4.316,1.69,4.32125,2.72833,4.32125,4.316,4.316,4.316,2.37786,4.09,4.376,9.5,4.6
01/02/2008,4.382,3.75,4.382,2.70875,5.56,1.095,4.382,1.63,4.38688,2.86667,4.38688,4.382,4.382,4.382,2.19714,4.15,4.443,10.69,4.64
01/03/2008,4.725,3.75,4.725,2.48625,5.84375,1.10125,4.725,1.56,4.72563,3.05833,4.72563,4.725,4.725,4.725,2.01643,4.32,4.791,11.12,4.935
01/04/2008,4.955,3.75,4.955,3.07875,5.81438,1.1025,4.955,1.63,4.95688,3.105,4.95688,4.955,4.955,4.955,2.54143,4.27,5.024,11.97,5.1283
01/05/2008,5.097,3.75,5.097,3.16375,6.15375,1.1225,5.097,1.69,5.09125,3.1225,5.09125,5.097,5.097,5.097,2.67143,4.29,5.168,11.43,5.3683
01/06/2008,5.39,3.75,5.39,3.31063,6.44875,1.1575,5.39,1.88,5.39375,3.26,5.39375,5.39,5.39,5.39,3.14214,4.46,5.465,12.01,5.7433
01/07/2008,5.366,3.75,5.366,3.2525,6.17063,1.16125,5.366,1.75,5.36688,3.2,5.36688,5.366,5.366,5.366,3.03786,4.04,5.441,11.9,5.7183
01/08/2008,5.335,3.75,5.335,3.20688,6.02,1.1425,5.335,1.75,5.32688,3.17333,5.32688,5.335,5.335,5.335,2.92857,3.85,5.409,12.77,5.7
01/09/2008,5.495,3.75,5.495,3.9625,6.51875,1.22,5.495,1.88,5.49375,3.275,5.49375,5.495,5.495,5.495,3.31589,4.01,5.571,13.75,5.825
01/10/2008,4.865,3.75,4.865,3.17375,6.01,1.15563,4.865,1.63,4.87125,3.08667,4.87125,4.865,4.865,4.865,3.49286,4.64,4.933,17.69,6.4433
01/11/2008,3.951,3.75,3.951,2.76625,4.11625,1.13125,3.951,1.19,3.9575,1.67,3.9575,3.951,3.951,3.951,2.45071,4.33,4.006,15.92,6.0117
01/12/2008,3.049,3.75,3.049,2.00375,3.07375,1.0875,3.049,1.25,3.05875,1.095,3.05875,3.049,3.049,3.049,1.84929,3.93,3.091,15.46,4.93
01/01/2009,2.273,3.75,2.273,1.975,2.48,0.9825,2.273,0.94,2.2825,0.96333,2.2825,2.273,2.273,2.273,1.69571,2.95,2.305,15.2,3.97
01/02/2009,2.033,3.75,2.033,2.11938,2.38125,0.97075,2.033,0.94,2.03625,0.94667,2.03625,2.033,2.033,2.033,1.63929,2.82,2.061,15.35,3.7883
01/03/2009,1.812,3.75,1.812,1.97188,2.07063,0.94438,1.812,1,1.82563,0.84833,1.82563,1.812,1.812,1.812,1.54071,2.82,1.837,14.77,3.1283
01/04/2009,1.728,3.75,1.728,1.87688,1.915,0.905,1.728,1,1.72875,0.845,1.72875,1.728,1.728,1.728,1.40071,2.83,1.752,13.26,2.985
01/05/2009,1.631,3.75,1.631,1.6,1.7575,0.88338,1.631,1,1.64063,0.84333,1.64063,1.631,1.631,1.631,1.09714,2.62,1.654,11,2.6417
